Date,Product_Code,Warehouse,Product_Category,sales,day,month,year,dayofweek,is_weekend,prod_sales_mean,Warehouse_le,Product_Category_le,lag_1,lag_7,lag_14,lag_28,rmean_7,rmean_28,rstd_7,rstd_28,rmin_7,rmax_7,trend,sales_log
2016-05-04,Product_1264,Whse_J,Category_019,71000,4,5,2016,2,0,41465.64885496183,2,16,300000.0,251000.0,20000.0,11000.0,100571.42857142857,61642.857142857145,121458.98778717742,89218.09079367101,7000.0,300000.0,28,11.170449240431308
2016-05-04,Product_0016,Whse_J,Category_005,4500,4,5,2016,2,0,3369.7368421052633,2,2,3500.0,2300.0,3100.0,100.0,3100.0,2603.5714285714284,2473.189573539939,2416.0699865471984,600.0,8200.0,29,8.412054873292933
2016-05-04,Product_1248,Whse_J,Category_019,153000,4,5,2016,2,0,242678.57142857142,2,16,151000.0,86000.0,16000.0,29000.0,204428.57142857142,228678.57142857142,105449.6043028094,209404.80973135342,86000.0,341000.0,29,11.938199736300925
2016-05-04,Product_1016,Whse_J,Category_007,578600,4,5,2016,2,0,45583.67346938775,2,4,100.0,1300.0,100.0,286100.0,15957.142857142857,40467.857142857145,37658.23757350916,74708.32197965548,100.0,101300.0,29,13.268368399832392
2016-05-04,Product_1294,Whse_J,Category_019,44200,4,5,2016,2,0,60610.58823529412,2,16,50600.0,74000.0,51700.0,101200.0,63771.42857142857,67010.71428571429,33993.56381658712,30864.33083657279,12600.0,122100.0,29,10.69650269224425
2016-05-04,Product_1377,Whse_J,Category_019,51200,4,5,2016,2,0,48395.294117647056,2,16,44300.0,70000.0,20200.0,56200.0,45771.42857142857,45214.28571428572,13482.793267187426,19451.358407970994,30500.0,70000.0,29,10.843514342086866
2016-05-04,Product_1512,Whse_J,Category_019,1200,4,5,2016,2,0,5108.910891089109,2,16,50000.0,4000.0,9000.0,10000.0,13971.42857142857,7046.428571428572,16349.38472702814,9324.896271604874,4000.0,50000.0,29,7.0909098220799835
2016-05-04,Product_1401,Whse_J,Category_019,700,4,5,2016,2,0,2708.3333333333335,2,16,2000.0,11100.0,1000.0,2100.0,5971.428571428572,3278.5714285714284,7652.3883604432685,4643.861511226378,100.0,21300.0,29,6.55250788703459
2016-05-04,Product_0031,Whse_J,Category_005,1400,4,5,2016,2,0,3919.80198019802,2,2,100.0,5300.0,300.0,4700.0,4157.142857142857,5475.0,3135.2071398113058,6066.094295343587,100.0,9600.0,28,7.244941546337007
2016-05-04,Product_0620,Whse_J,Category_001,18,4,5,2016,2,0,27.5968992248062,2,0,19.0,8.0,88.0,141.0,26.285714285714285,38.57142857142857,20.385569125521837,32.73510808882875,8.0,58.0,29,2.9444389791664403
2016-05-04,Product_1378,Whse_J,Category_019,71000,4,5,2016,2,0,67579.76190476191,2,16,37000.0,50400.0,69500.0,99200.0,65242.857142857145,72546.42857142857,34423.62837465265,31773.602858730683,37000.0,129800.0,29,11.170449240431308
2016-05-04,Product_1430,Whse_J,Category_019,2600,4,5,2016,2,0,10859.036144578313,2,16,1100.0,5500.0,3500.0,20700.0,4814.285714285715,14378.57142857143,6142.32002081412,41519.1018701732,1000.0,17900.0,28,7.8636512654486515
2016-05-04,Product_1359,Whse_J,Category_019,480000,4,5,2016,2,0,427788.23529411765,2,16,331000.0,116000.0,796000.0,164000.0,477714.28571428574,444321.4285714286,381012.99815348134,313220.6716572825,116000.0,1249000.0,29,13.081543466215237
2016-05-04,Product_1360,Whse_J,Category_019,70000,4,5,2016,2,0,47903.614457831325,2,16,3000.0,30000.0,152000.0,73000.0,48428.57142857143,56892.857142857145,57881.652656828286,70756.9335881202,3000.0,168000.0,29,11.156264806643742
2016-05-04,Product_1991,Whse_J,Category_005,5500,4,5,2016,2,0,3152.747252747253,2,2,200.0,13100.0,500.0,300.0,2885.714285714286,4460.714285714285,4632.64811651269,5820.419947030313,100.0,13100.0,28,8.612685172875459
2016-05-04,Product_1456,Whse_J,Category_019,7500,4,5,2016,2,0,16245.783132530121,2,16,13600.0,37600.0,14250.0,13000.0,18892.85714285714,17044.64285714286,9635.370109282625,8651.70010359465,7000.0,37600.0,28,8.922791623969637
2016-05-04,Product_1287,Whse_J,Category_019,111000,4,5,2016,2,0,78309.52380952382,2,16,21000.0,41600.0,40000.0,70000.0,51814.28571428572,66907.14285714286,30511.605910507133,40627.82232768509,13500.0,97000.0,29,11.6172944892629
2016-05-04,Product_1274,Whse_J,Category_019,89000,4,5,2016,2,0,77223.5294117647,2,16,226000.0,16000.0,119000.0,273000.0,112142.85714285714,97607.14285714286,94384.72434920911,80113.96479077387,9000.0,226000.0,29,11.39640288460621
2016-05-04,Product_1453,Whse_J,Category_019,17000,4,5,2016,2,0,57382.142857142855,2,16,50000.0,95000.0,26000.0,49000.0,54285.71428571428,55917.857142857145,29955.768980917444,29215.458282311825,7500.0,95000.0,29,9.741027444837728
2016-05-04,Product_1382,Whse_J,Category_019,51000,4,5,2016,2,0,68614.28571428571,2,16,17000.0,96500.0,201500.0,81100.0,55957.142857142855,75021.42857142857,28094.65293983042,41978.60440168572,17000.0,96500.0,29,10.839600519357369
2016-05-04,Product_1458,Whse_J,Category_019,5000,4,5,2016,2,0,4555.405405405405,2,16,5700.0,2100.0,4100.0,25500.0,5028.571428571428,5664.285714285715,2059.7040934029746,5780.376399746934,2100.0,8000.0,28,8.517393171418904
2016-05-04,Product_1295,Whse_J,Category_019,188100,4,5,2016,2,0,108509.52380952382,2,16,34000.0,132100.0,36500.0,325000.0,80314.28571428571,115300.0,33820.478439915096,74799.35630541017,34000.0,132100.0,29,12.144734331596096
2016-05-04,Product_1381,Whse_J,Category_019,6200,4,5,2016,2,0,22026.829268292684,2,16,5000.0,10000.0,45100.0,52000.0,20571.428571428572,24646.428571428572,18032.536730931144,15091.952286219426,5000.0,55900.0,29,8.732465848349879
2016-05-04,Product_1452,Whse_J,Category_019,200,4,5,2016,2,0,16956.626506024095,2,16,10200.0,40300.0,38000.0,45600.0,19071.428571428572,20882.14285714286,10681.715574712138,13926.554799067448,10200.0,40300.0,28,5.303304908059076
2016-05-04,Product_1286,Whse_J,Category_019,128200,4,5,2016,2,0,84616.4705882353,2,16,50100.0,30400.0,98000.0,17000.0,59957.142857142855,91282.14285714286,48593.92476235612,54413.13194966293,20000.0,165000.0,29,11.761354623750297
2016-05-04,Product_0608,Whse_J,Category_001,1,4,5,2016,2,0,20.069565217391304,2,0,71.0,14.0,21.0,113.0,22.571428571428573,19.321428571428573,23.992062179376074,23.82972555666179,3.0,71.0,29,0.6931471805599453
2016-05-04,Product_1463,Whse_J,Category_019,15000,4,5,2016,2,0,7073.493975903614,2,16,3300.0,3500.0,9000.0,11500.0,7457.142857142857,7596.428571428572,6281.150940938861,5475.432142110533,3000.0,20000.0,29,9.61587214452889
2016-05-05,Product_1359,Whse_J,Category_019,10000,5,5,2016,3,0,427788.23529411765,2,16,480000.0,619000.0,326000.0,283000.0,529714.2857142857,455607.14285714284,346714.4426785604,308402.13518088195,171000.0,1249000.0,30,9.210440366976517
2016-05-05,Product_1451,Whse_J,Category_019,20000,5,5,2016,3,0,75544.30379746835,2,16,10000.0,94000.0,1000.0,154000.0,69571.42857142857,77928.57142857143,64809.611280162106,73471.04673947902,2000.0,166000.0,28,9.90353755128617
2016-05-05,Product_1274,Whse_J,Category_019,2000,5,5,2016,3,0,77223.5294117647,2,16,89000.0,179000.0,92000.0,196000.0,122571.42857142857,91035.71428571429,85617.08774704796,72366.08687154867,9000.0,226000.0,30,7.601402334583733
2016-05-07,Product_1512,Whse_J,Category_019,3300,7,5,2016,5,1,5108.910891089109,2,16,1200.0,7200.0,3700.0,2000.0,13571.42857142857,6732.142857142857,16665.204697784175,9369.851319877695,1200.0,50000.0,30,8.101980731853192
2016-05-07,Product_1264,Whse_J,Category_019,56000,7,5,2016,5,1,41465.64885496183,2,16,71000.0,21000.0,1000.0,10000.0,74857.14285714286,63785.71428571428,101760.2223717247,88675.58733022178,7000.0,300000.0,29,10.933124826700707
2016-05-07,Product_0016,Whse_J,Category_005,200,7,5,2016,5,1,3369.7368421052633,2,2,4500.0,2500.0,2100.0,100.0,3414.285714285714,2760.714285714286,2494.2791687035697,2390.155625758272,600.0,8200.0,30,5.303304908059076
2016-05-07,Product_1377,Whse_J,Category_019,25700,7,5,2016,5,1,48395.294117647056,2,16,51200.0,54300.0,32300.0,50700.0,43085.71428571428,45035.71428571428,8969.100395511372,19369.548729627597,30500.0,54300.0,30,10.154285180632154
2016-05-07,Product_1456,Whse_J,Category_019,6000,7,5,2016,5,1,16245.783132530121,2,16,7500.0,15300.0,4250.0,19500.0,14592.857142857143,16848.214285714286,5880.081389135448,8807.956022012955,7000.0,23500.0,29,8.699681400989514
2016-05-07,Product_1287,Whse_J,Category_019,79000,7,5,2016,5,1,78309.52380952382,2,16,111000.0,13500.0,64300.0,65000.0,61728.57142857143,68371.42857142857,37184.93038340997,41473.47083460442,13500.0,111000.0,30,11.277215789596893
2016-05-07,Product_1451,Whse_J,Category_019,3000,7,5,2016,5,1,75544.30379746835,2,16,20000.0,121000.0,15000.0,304000.0,59000.0,73142.85714285714,66181.5684310972,72692.51033085224,2000.0,166000.0,29,8.006700845440367
2016-05-07,Product_1403,Whse_J,Category_019,33000,7,5,2016,5,1,25617.391304347828,2,16,13000.0,2000.0,25000.0,6000.0,9857.142857142857,16678.571428571428,14264.50806989819,22065.648804031513,2000.0,41000.0,28,10.404293143019792
2016-05-07,Product_1016,Whse_J,Category_007,143100,7,5,2016,5,1,45583.67346938775,2,4,578600.0,101300.0,143900.0,143800.0,98428.57142857143,50914.28571428572,214961.33539379988,118147.97286480837,100.0,578600.0,30,11.871305953640322
2016-05-07,Product_1023,Whse_J,Category_007,1300,7,5,2016,5,1,5310.752688172043,2,4,500.0,1100.0,100.0,1600.0,1971.4285714285713,4610.714285714285,1487.4074601066836,9962.349094008876,300.0,4500.0,28,7.170888478512505
2016-05-07,Product_0031,Whse_J,Category_005,4600,7,5,2016,5,1,3919.80198019802,2,2,1400.0,6000.0,7200.0,2800.0,3600.0,5357.142857142857,3242.941051987632,6113.581030449586,100.0,9600.0,29,8.434028950155469
2016-05-07,Product_1453,Whse_J,Category_019,32100,7,5,2016,5,1,57382.142857142855,2,16,17000.0,80400.0,92000.0,34400.0,43142.857142857145,54775.0,26606.75710810177,30108.342943689455,7500.0,80400.0,30,10.376642461280849
2016-05-07,Product_1315,Whse_J,Category_019,7000,7,5,2016,5,1,9195.833333333334,2,16,2300.0,10000.0,1400.0,21300.0,6685.714285714285,10196.42857142857,5885.130576695973,10532.928337602954,500.0,16100.0,28,8.853808274977197
2016-05-07,Product_1360,Whse_J,Category_019,55000,7,5,2016,5,1,47903.614457831325,2,16,70000.0,38000.0,17000.0,49000.0,54142.857142857145,56785.71428571428,57733.377323198925,70733.90781149954,3000.0,168000.0,30,10.915106645867503
2016-05-07,Product_1262,Whse_J,Category_019,2000,7,5,2016,5,1,10588.888888888889,2,16,1200.0,4300.0,33600.0,40900.0,6457.142857142857,12932.142857142857,3844.414625079321,13379.117326015212,1200.0,13000.0,28,7.601402334583733
2016-05-07,Product_1248,Whse_J,Category_019,355000,7,5,2016,5,1,242678.57142857142,2,16,153000.0,150000.0,114000.0,170000.0,214000.0,233107.14285714287,95477.74609824024,206313.91746482477,104000.0,341000.0,30,12.779875885354993
2016-05-07,Product_1458,Whse_J,Category_019,2100,7,5,2016,5,1,4555.405405405405,2,16,5000.0,4000.0,20600.0,3000.0,5442.857142857143,4932.142857142857,1616.4334637890797,4277.9411430360315,3400.0,8000.0,29,7.650168700845001
2016-05-07,Product_1410,Whse_J,Category_019,15100,7,5,2016,5,1,8409.420289855072,2,16,900.0,15600.0,4500.0,300.0,22528.571428571428,10921.42857142857,21289.88134347037,14078.808797013231,900.0,53000.0,28,9.62251624577579
2016-05-07,Product_1359,Whse_J,Category_019,1115000,7,5,2016,5,1,427788.23529411765,2,16,10000.0,171000.0,214000.0,458000.0,442714.28571428574,445857.14285714284,393787.8931124023,318220.24917362974,10000.0,1249000.0,31,13.924365859736941
2016-05-07,Product_1274,Whse_J,Category_019,162000,7,5,2016,5,1,77223.5294117647,2,16,2000.0,16000.0,26000.0,76000.0,97285.71428571429,84107.14285714286,92068.29763046248,71222.31198766104,2000.0,226000.0,31,11.995357787034976
2016-05-07,Product_1222,Whse_J,Category_019,1400,7,5,2016,5,1,4543.75,2,16,300.0,10300.0,23500.0,1000.0,5771.428571428572,7703.571428571428,5535.2549732643465,11760.400665348261,300.0,14000.0,28,7.244941546337007
2016-05-07,Product_1430,Whse_J,Category_019,1600,7,5,2016,5,1,10859.036144578313,2,16,2600.0,1500.0,4200.0,220600.0,4400.0,13732.142857142857,6186.005711819655,41557.9207904255,1000.0,17900.0,29,7.3783837129967145
2016-05-07,Product_1241,Whse_J,Category_019,16000,7,5,2016,5,1,57333.333333333336,2,16,5000.0,35000.0,16000.0,152000.0,106571.42857142857,91535.71428571429,192818.4440891285,129585.80230384099,3000.0,526000.0,28,9.680406499268875
2016-05-07,Product_1295,Whse_J,Category_019,59600,7,5,2016,5,1,108509.52380952382,2,16,188100.0,88500.0,239800.0,43000.0,88314.28571428571,110410.71428571429,50581.532485398544,64325.528250113,34000.0,188100.0,30,10.995427631436174
2016-05-07,Product_1452,Whse_J,Category_019,4000,7,5,2016,5,1,16956.626506024095,2,16,200.0,11000.0,6800.0,8200.0,13342.857142857143,19260.714285714286,7749.807985332551,13580.741791929026,200.0,24500.0,29,8.294299608857235
2016-05-07,Product_1463,Whse_J,Category_019,3100,7,5,2016,5,1,7073.493975903614,2,16,15000.0,4200.0,8200.0,1500.0,9100.0,7721.428571428572,6570.89542350711,5606.237078459507,3000.0,20000.0,30,8.03947991910045
2016-05-07,Product_1286,Whse_J,Category_019,101000,7,5,2016,5,1,84616.4705882353,2,16,128200.0,46100.0,31200.0,158000.0,73928.57142857143,95253.57142857143,52575.77751162967,52825.62847529146,20000.0,165000.0,30,11.522885696764481
2016-05-07,Product_0349,Whse_A,Category_021,8,7,5,2016,5,1,78.19858156028369,0,18,20.0,68.0,55.0,4.0,27.142857142857142,25.035714285714285,19.894962272131202,19.984219965238765,2.0,68.0,28,2.1972245773362196
2016-05-07,Product_1294,Whse_J,Category_019,102700,7,5,2016,5,1,60610.58823529412,2,16,44200.0,75000.0,12300.0,103700.0,59514.28571428572,64975.0,34363.08234968785,30402.1030583473,12600.0,122100.0,30,11.539577132967588
2016-05-07,Product_1991,Whse_J,Category_005,700,7,5,2016,5,1,3152.747252747253,2,2,5500.0,100.0,700.0,13200.0,1800.0,4646.428571428572,1958.7410923005284,5765.445094947755,100.0,5500.0,29,6.55250788703459
2016-05-07,Product_1392,Whse_J,Category_019,2500,7,5,2016,5,1,2600.0,2,16,4000.0,500.0,5100.0,2000.0,4142.857142857143,2892.8571428571427,3282.20309287179,2170.8384745392004,500.0,10000.0,28,7.824445930877619
2016-05-07,Product_1381,Whse_J,Category_019,12000,7,5,2016,5,1,22026.829268292684,2,16,6200.0,20100.0,900.0,20200.0,20028.571428571428,23010.714285714286,18456.04817629479,14487.346695848564,5000.0,55900.0,30,9.392745258631441
2016-05-07,Product_1981,Whse_J,Category_005,100,7,5,2016,5,1,1902.8985507246377,2,2,2700.0,6300.0,3000.0,300.0,2671.4285714285716,1482.142857142857,2204.3247535351093,1522.9244701556743,100.0,6300.0,28,4.61512051684126
2016-05-07,Product_0608,Whse_J,Category_001,4,7,5,2016,5,1,20.069565217391304,2,0,1.0,26.0,1.0,2.0,20.714285714285715,15.321428571428571,25.236972122359727,15.448968733240253,1.0,71.0,30,1.6094379124341003
2016-05-07,Product_0033,Whse_J,Category_005,1500,7,5,2016,5,1,18347.32824427481,2,2,3000.0,5000.0,7500.0,3000.0,8785.714285714286,9535.714285714286,8835.803787512968,9352.092825225816,500.0,26000.0,28,7.313886831633462
2016-05-07,Product_1378,Whse_J,Category_019,72900,7,5,2016,5,1,67579.76190476191,2,16,71000.0,40300.0,70100.0,83400.0,68185.71428571429,71539.28571428571,33818.45790745189,31341.45685812033,37000.0,129800.0,30,11.196857635323791
2016-05-07,Product_0620,Whse_J,Category_001,141,7,5,2016,5,1,27.5968992248062,2,0,18.0,8.0,3.0,44.0,27.714285714285715,34.17857142857143,19.206893603723703,26.051307739164166,8.0,58.0,30,4.955827057601261
2016-05-07,Product_2010,Whse_J,Category_005,400,7,5,2016,5,1,1794.6666666666667,2,2,600.0,1800.0,1600.0,200.0,1714.2857142857142,1935.7142857142858,1449.6304947911963,1614.1077768674295,100.0,4500.0,28,5.993961427306569
2016-05-07,Product_1401,Whse_J,Category_019,1900,7,5,2016,5,1,2708.3333333333335,2,16,700.0,1200.0,100.0,700.0,4485.714285714285,3228.5714285714284,7498.761802553044,4664.511974223236,100.0,21300.0,30,7.550135342488429
2016-05-07,Product_1382,Whse_J,Category_019,37000,7,5,2016,5,1,68614.28571428571,2,16,51000.0,76200.0,61000.0,40200.0,49457.142857142855,73946.42857142857,21683.16221886286,42201.9876848267,17000.0,76200.0,30,10.518700218288165
2016-05-07,Product_0613,Whse_J,Category_001,11,7,5,2016,5,1,23.216666666666665,2,0,2.0,19.0,46.0,73.0,24.428571428571427,37.42857142857143,23.564501146549127,39.31961019684384,2.0,70.0,30,2.4849066497880004
2016-05-08,Product_1403,Whse_J,Category_019,3000,8,5,2016,6,1,25617.391304347828,2,16,33000.0,2000.0,100000.0,11000.0,14285.714285714286,17642.85714285714,16111.220579814202,22171.410161995303,2000.0,41000.0,29,8.006700845440367
2016-05-08,Product_0620,Whse_J,Category_001,48,8,5,2016,6,1,27.5968992248062,2,0,141.0,17.0,19.0,75.0,46.714285714285715,37.642857142857146,44.96559531358127,32.943514267229176,17.0,141.0,31,3.8918202981106265
2016-05-08,Product_1287,Whse_J,Category_019,155000,8,5,2016,6,1,78309.52380952382,2,16,79000.0,50300.0,166500.0,117000.0,71085.71428571429,68871.42857142857,30702.14045586117,41515.689645873485,21000.0,111000.0,31,11.951186847493476
2016-05-08,Product_1295,Whse_J,Category_019,172000,8,5,2016,6,1,108509.52380952382,2,16,59600.0,40300.0,64000.0,153400.0,84185.71428571429,111003.57142857143,51730.24352579538,63755.19431063874,34000.0,188100.0,31,12.055255569732177
2016-05-08,Product_1456,Whse_J,Category_019,33100,8,5,2016,6,1,16245.783132530121,2,16,6000.0,18000.0,25000.0,25000.0,13264.285714285714,16366.07142857143,6688.716511516129,9024.257982951127,6000.0,23500.0,30,10.407318772389159
2016-05-08,Product_1886,Whse_J,Category_007,200,8,5,2016,6,1,13641.346153846154,2,4,5100.0,300.0,120000.0,100.0,1271.4285714285713,14682.142857142857,1836.4043542696766,33129.85733579224,200.0,5100.0,28,5.303304908059076
2016-05-08,Product_1378,Whse_J,Category_019,20200,8,5,2016,6,1,67579.76190476191,2,16,72900.0,37000.0,44000.0,105000.0,72842.85714285714,71164.28571428571,31503.74883210235,31256.989906090093,37000.0,129800.0,31,9.913487387114461
2016-05-08,Product_1452,Whse_J,Category_019,26000,8,5,2016,6,1,16956.626506024095,2,16,4000.0,24500.0,10200.0,16000.0,12342.857142857143,19110.714285714286,8516.231001810065,13729.809129414682,200.0,24500.0,30,10.165890277802454
2016-05-08,Product_0979,Whse_J,Category_028,100,8,5,2016,6,1,3625.2100840336134,2,24,400.0,200.0,100.0,11600.0,4514.285714285715,5525.0,6932.39462509855,6515.259865201933,200.0,15100.0,28,4.61512051684126
2016-05-08,Product_1241,Whse_J,Category_019,102000,8,5,2016,6,1,57333.333333333336,2,16,16000.0,4000.0,27000.0,23000.0,103857.14285714286,86678.57142857143,194123.18131487933,129784.16657735988,3000.0,526000.0,29,11.532737896139919
2016-05-08,Product_1274,Whse_J,Category_019,104000,8,5,2016,6,1,77223.5294117647,2,16,162000.0,157000.0,42000.0,233000.0,118142.85714285714,87178.57142857143,86981.6619972826,72698.79695954452,2000.0,226000.0,32,11.552155793461898
2016-05-08,Product_1350,Whse_J,Category_019,116000,8,5,2016,6,1,52468.75,2,16,4000.0,427000.0,32000.0,48000.0,93714.28571428571,59357.142857142855,150280.53132471317,83428.48535909166,4000.0,427000.0,28,11.661354090741
2016-05-08,Product_1496,Whse_A,Category_019,116000,8,5,2016,6,1,7125.925925925926,0,16,13500.0,500.0,6500.0,6250.0,3607.1428571428573,6069.642857142857,4635.229998916684,5761.1460293442115,300.0,13500.0,28,11.661354090741
2016-05-08,Product_1381,Whse_J,Category_019,33000,8,5,2016,6,1,22026.829268292684,2,16,12000.0,55900.0,33000.0,32000.0,18871.428571428572,22717.85714285714,18703.09370894864,14628.461694053532,5000.0,55900.0,31,10.404293143019792
2016-05-08,Product_0033,Whse_J,Category_005,19500,8,5,2016,6,1,18347.32824427481,2,2,1500.0,500.0,7500.0,11000.0,8285.714285714286,9482.142857142857,9178.131358729575,9395.11510470669,500.0,26000.0,29,9.87822102528824
2016-05-08,Product_1430,Whse_J,Category_019,43700,8,5,2016,6,1,10859.036144578313,2,16,1600.0,1000.0,600.0,400.0,4414.285714285715,5910.714285714285,6178.303049497272,9170.45736917129,1000.0,17900.0,30,10.685126264117057
2016-05-08,Product_0608,Whse_J,Category_001,75,8,5,2016,6,1,20.069565217391304,2,0,4.0,5.0,10.0,4.0,17.571428571428573,15.392857142857142,25.83187399871938,15.389605163549424,1.0,71.0,31,4.330733340286331
2016-05-08,Product_1248,Whse_J,Category_019,5000,8,5,2016,6,1,242678.57142857142,2,16,355000.0,294000.0,437000.0,242000.0,243285.7142857143,239714.2857142857,103664.06366353831,207178.55193275283,104000.0,355000.0,31,8.517393171418904
2016-05-08,Product_1377,Whse_J,Category_019,67400,8,5,2016,6,1,48395.294117647056,2,16,25700.0,49000.0,60000.0,21000.0,39000.0,44142.857142857145,9507.190261410946,19672.60604422883,25700.0,51200.0,31,11.118415133585586
2016-05-08,Product_1439,Whse_J,Category_019,6000,8,5,2016,6,1,7770.0,2,16,1000.0,2000.0,1000.0,2000.0,3142.8571428571427,2785.714285714286,1951.8001458970668,2629.7041497750115,1000.0,7000.0,28,8.699681400989514
